timestamp,route,performance,accessibility,best-practices,seo
2026-08-06T12:46:29Z,/,56,98,100,82
2026-08-06T12:46:45Z,/runs,55,98,100,82
2026-08-06T12:47:00Z,/settings,53,98,100,82
2026-08-06T12:47:17Z,/liveview,56,98,100,82
